f1,f2,f3,f4,f5,f6,label
0.30471707975443135,206.98515964083975,0.9779832268250708,44.329820186387906,-71.47491191817342,0.1484256978417623,1
-1.0399841062404955,422.7340342720622,6.67138835814184,-81.49810584827782,89.24740614400692,-0.4809911095202485,1
0.7504511958064572,176.13829917307987,7.8077365761038475,-61.659788895683874,-30.442545407267886,0.15813966173412197,1
0.9405647163912139,134.6920249233473,4.8875119808924845,116.26943665784381,8.410290355562793,-0.05565068904346093,1
-1.9510351886538364,860.2818862189408,0.09788600382616863,151.32589235754324,42.7192330339186,-1.5223320102753495,0
-1.302179506862318,320.39720359730785,6.7649243667470405,-71.18636738757917,-49.348987789803594,-0.7068862401744842,0
0.12784040316728537,360.7586865182536,0.8502802964507801,28.60632053811051,-27.31621792563334,0.2944469885103419,1
-0.3162425923435822,55.27040950122763,5.771998192120415,-88.73508644309278,8.958588730043711,-0.09932891890259612,0
-0.016801157504288795,357.36962350205414,2.7813404381446007,-178.666143317029,142.8736537732353,-0.28654235881232437,1
-0.85304392757358,264.8071773215797,2.1004017855825867,95.1428725441632,15.056237142601214,0.09309521007606589,0
0.8793979748628286,610.4850673417885,3.8952249573007744,-131.59860670553985,80.31805753153591,0.5233908013425357,1
0.7777919354289483,205.3902976724067,4.5417561089318506,-29.71499050123313,60.28365725959778,0.5412781112333543,1
0.06603069756121605,888.3654530628405,3.389479374033879,-5.181802648337282,18.400501824725936,0.30293061641769353,1
1.1272412069680329,929.666620919555,6.471758195537877,-126.21136632835763,-49.459788581533935,0.8883293828859651,1
0.4675093422520456,99.8310571767902,3.884826553852916,-162.1778597346415,52.987680540911754,0.02967399168969776,1
-0.8592924628832382,107.40295628857722,7.450477179179555,-60.79479413157176,-74.90551708240235,-0.06808296289743743,0
0.36875078408249884,115.32643811098797,5.702932914108699,180.91436302012738,80.0437561838546,0.3477873544761565,1
-0.9588826008289989,619.569256310312,3.25610698350923,46.05423599536857,10.000265410912764,-0.5065906372110976,1
0.8784503013072725,121.96896420962288,2.835150290419285,-47.43590863883901,-132.5111773649088,0.14240219757937103,1
-0.049925910986252896,852.3823179302663,0.8812592523814029,-184.43567169031402,-17.025304751591946,-0.08253188115090393,1
-0.18486236354526056,754.2715149378924,5.726832944667056,40.10931255643274,32.697391046147025,-0.14954782217721094,1
-0.6809295444039414,819.8088582380241,4.113531131871605,-163.09694362585097,-11.851193651988336,-0.29731365520266817,1
